Texto,areas
"Analista de Desarrollo de Negocios Analizar todos los sectores de mercado en los que participa Enel.
Analizar el mercado actual en función a necesidades por mejorar o no cubiertas hacia los clientes B2B y B2C a fin de entregar una propuesta de valor innovadora y diferencial para evaluar su implementación.
Desarrollar alianzas con socios y proveedores estratégicos para poner en marcha modelos de negocio rentables y sostenibles que aporten valor a Enel
Implementar pilotos de pruebas de los diversos modelos de negocio para corroborar las premisas de los casos de negocios con los que estos se conceptualizaron.
Revisar propuestas de socios identificando oportunidades y mejoras para impulsar el margen PSVas de Enel.
Gestión y seguimiento a proyectos en desarrollo e implementación. Bachiller o Titulado de Economía, Ingeniería Industrial, Administración, Finanzas o afines interesados en pertenecer a una empresa líder del sector energía.
Experiencia en desarrollo de productos, servicios y canales.
Dos años de experiencia en la elaboración y prueba de modelos de negocio.
Experiencia en planeamiento de opciones y definición de modelos de negocios validando previamente su viabilidad con los diversos stakeholders y áreas de staff de la empresa.","('F', 'P')"
"Analista Sectores Productivos - Semana Económica El analista tendrá la misión de informar a nuestras audiencias –tanto en la edición impresa como en nuestra web semanaeconomica.com– sobre la evolución de los sectores primarios y manufactureros de la economía peruana (minería, energía, agro, pesca, industria, etc).

El trabajo implica:
-Seguir a detalle la coyuntura económica y particularmente a los sectores asignados.
-Monitorear la evolución de las principales empresas de la industria (mineras, energéticas, industriales, constructoras, agroindustriales, etc.).
-Entrevistar a los ejecutivos más importantes de estos sectores.
-Cubrir las principales conferencias y foros empresariales. -Economista o Administrador con interés en los sectores 'duros' de la economía (minería, energía, industria, etc), de preferencia con experiencia en análisis económico y/o financiero.
-Sólido conocimiento macro un plus.
-Capacidad de relacionamiento a nivel empresarial.

Un analista de SE combina las habilidades de un investigador o analista de mercado (capacidad de razonamiento y abstracción), con las de un periodista (ganas por estar actualizado, búsqueda y seguimiento de los hechos más relevantes de la industria).

Buscamos personas capaces de analizar eventos desde la perspectiva económica, que les guste investigar y saber más que el resto, que sientan genuina curiosidad por la actualidad empresarial, económica y social. Que les guste escribir y escriban bien.","('F', 'P')"
"Asistente de Investigación - El Asistente trabajará directamente con la Coordinadora del Área en lo que se refiere a actividades integradoras y colectivas del área.  Además, colaborará con los investigadores en sus respectivos proyectos de investigación, en los temas prioritarios del Área.
- Elaboración del Boletín Economía y Ambiente y el Calendario Ambiental.  De igual forma, brindará apoyo en la organización de materiales para la presentación y elaboración de consultorías.  También, colaborará en diversas actividades de comunicación, difusión y organización de eventos del área, entre otras actividades de interés del Área. - Egresado, Bachiller o Titulado de la carrera de Economía.  Deseable contar con estudios especializados en temas ambientales. 
- De preferencia, pertenecer al tercio superior.
- Manejo de Inglés a nivel avanzado.  
- Experiencia profesional o pre‐profesional: Mínima de 6  meses de preferencia en temas relacionados con el área.
- Conocimiento: Bases de datos y paquetes estadísticos (STATA, E-VIEWS, entre otros).
- Capacidad de organización, trabajo en equipo.","('F', 'P')"
"Jefe Admistrativo y Financiero Responsable del óptimo manejo de los procesos administrativos y financieros, así como de los recursos humanos, materiales y económicos de la empresa orientada a dar soporte a la gestión comercial. Son de su competencia el manejo del inventario y de la tesorería, incluyendo la interpretación y presentación de los estados financieros, la elaboración de proyecciones de flujo de caja y el balance del resultado. El profesional idóneo deberá contar con experiencia en compras internacionales y la gestión de almacén (entradas, reposición, preparación de pedidos y transporte de los mismos), coordinando el control e ingreso de productos importados para su comercialización, en estrecha coordinación y contacto con los agentes de aduanas. Le corresponde la supervisión y el control de la política administrativa de personal, la logística interna e infraestructura. Se relaciona con proveedores de bienes y servicios, así como con entidades relacionadas a su actividad empresarial. Lugar de Trabajo: Sede Lima, coordinando con unidades que se vayan ubicando en las zonas operativas donde se desarrollan los trabajos de sus clientes.

Formación Académica: Profesional Universitario(a), residente o con posibilidad de residencia en Perú, egresado(a) de los programas de Contabilidad, Administración o afines, con estudios complementarios de postgrado en Finanzas o Administración de Negocios.

Conocimientos Específicos: Familiarizado con las NICs y NIIFs, deseable con conocimiento de Concar.

Familiarizado con la gestión logística de productos importados.

Tiempo  y tipo de experiencia en puesto similar: Cinco años en el desempeño de puestos similares con línea progresiva en el ámbito Administrativo-Financiero, preferentemente provenientes de empresas locales o transnacionales vinculadas a la Minería, Construcción, Energía y/o Agroindustriales. Se tendrá especial consideración la experiencia de trabajo con empresas extranjeras latinas.

Idioma Inglés	Intermedio-avanzado","('F', 'P')"
"Pasante de Trabajo Social El área de Bienestar social se encarga de brindar atención personalizada al trabajador frente a sus problemas de salud que perjudican en el desarrollo de sus actividades de trabajo, somos un ente mediador entre el jefe y el personal a fin de dar una solución frente al problema que se presente.

Responsabilidades
Atención personalizada al personal
Visitas domiciliarias y casos sociales
Armar expedientes para subsidios
Control de descansos médicos
Trámites ante EsSalud y EPS
Manejo de PDT
Apoyo en actividades internas Un potencial candidato deberá cumplir los siguientes requisitos:
 
Estudiante de Trabajo Social
Estudiante de Noveno y Decimo Ciclo

Habilidades
 
Excel Avanzado
Conocimiento General de Paquete Office
Ingles Básico

Competencias
 
· Calidad en las decisiones
· Habilidad de informar
· Rapidez de aprendizaje
· Perseverancia
· Orientación e Resultados","('F', 'P')"
"Practicante de Costeo, Planeamiento Financiero y Administrativo •	Apoyo en la elaboración de la actualización de costeo de las unidades.
•	Apoyo en el monitoreo de la ejecución del gasto mensual.
•	Apoyo en el desarrollo de las políticas de las unidades 
•	Apoyo en la consolidación de datos y elaboración de reportes.
•	Apoyo en desarrollo de casos de negocio •	Estudiante de los últimos ciclos de la carrera de Economía, Contabilidad, Administración o Finanzas, perteneciente al tercio o quinto superior de su facultad (requisito indispensable).
•	Al menos tres meses de experiencia asumiendo una posición similar.
•	Conocimientos sólidos de Microsoft Office. 
•	Inglés a nivel avanzado
•	Excel a nivel avanzado
•	Disposición para el aprendizaje y capacidad de trabajo en equipo.","('F', 'P')"
"Reclutamiento Practicante R-P N° 007-2017 Dpto de Supervisión Bancaria - Apoyo en los procedimientos TUPA relacionados a la apertura, cierre o traslado de oficinas y agencias bancarias, constancia de irrecuperabilidad de créditos, entre otros. 
- Apoyo en la elaboración de informes trimestrales de las empresas. 
- Actualización del seguimiento de observaciones en el TeamCentral. 
- Apoyo en análisis ad-hoc realizados sobre temas específicos de las empresas.
- Apoyo en la elaboración de las presentaciones, cuadros, estadísticas y labores propias del área. 
- Apoyo en la descarga mensual del RCD para las empresas del área. Requisitos: 
- Estudiante del noveno o decimo ciclo (9° - 10°) de las carreras de Economía o Administración o Contabilidad o Ingeniería Industrial o Ingeniería de Sistemas. 
- Conocimientos de Excel y Word a nivel avanzado y Power Point a nivel intermedio. 
- Conocimiento intermedio del idioma Inglés.

- Competencias: Capacidad para comunicarse efectivamente. Capacidad para aprender. Trabajo en equipo. Creatividad e innovación. Motivación por la calidad.","('F', 'P')"
"Analista de Procesos y Gestión y desarrollo Humano Elaborar y analizar información relacionada a la gestión de personas en temas como: Presupuesto de Personas, Inversiones y Gastos de Personal, e Indicadores de GDH (Rotación, Selección, Compensaciones, Gestión del Talento, Gremio 94, entre otros) a fin de facilitar el seguimiento a las distintas unidades de GDH e inclusive al Área de Planeamiento y Control Financiero y generar alertas de las principales desviaciones. Este proceso considera seguimiento a las aprobaciones del Comité de Productividad de los excesos (sólo en caso del Presupuesto de Personas, Inversiones y Gastos). Asimismo, se realizan presentaciones periódicas de esta información al Gerente de División y Jefaturas de GDH.
 Realizar análisis de los indicadores y de la información relacionada a la gestión de personas para compartirla con las Gerencias de GDH y otras unidades del Banco con la finalidad de contribuir a una mejor toma de decisiones. Estos análisis abarcan la revisión de las principales iniciativas implementadas por la División GDH, con la finalidad de cuantificar su impacto y recomendar mejoras.
 Diseñar y proponer indicadores a las Gerencias de GDH con la finalidad de contribuir a que se realice una mejor medición y seguimiento de su gestión, así como elaborar y compartirles herramientas que permitan que la gestión de indicadores sea más eficiente. Explorar tendencias y buscar mejores prácticas en la gestión de indicadores de recursos humanos con la finalidad de detectar y proponer acciones que contribuyan a la mejora del desempeño.
Asegurar que los planes estratégicos de las Gerencias de GDH estén alineadas a los objetivos estratégicos de la División GDH y del BCP y que se cumplan en las fechas establecidas. Para ello, planifica y dirige el proceso de elaboración del plan asi como realiza seguimiento al cumplimiento de los acuerdos.
 Optimizar y mejorar los procesos de GDH: identificando las oportunidades de optimización y/o formalización de procedimientos de los procesos GDH; analizando el proceso GDH con la finalidad de hacerlo más eficiente, simplicarlo y/o automatizarlo. Asimismo, asegurando la identificación de riesgos y definición de controles para los mismos y elaborando y/o actualizando el flujograma para su validación con el Especialista y el Gerente GDH para normarlo.
Asimismo, debe elaborar los flujos de los procesos críticos de GDH, proponer mejoras y realizar revisiones de los mismos en conjunto con los dueños de cada proceso asegurando la identificación de riesgos y definición de controles para los mismos.
Optimizar y mejorar los procesos de GDH: identificando las oportunidades de optimización y/o formalización de procedimientos de los procesos GDH; analizando el proceso GDH con la finalidad de hacerlo más eficiente, simplicarlo y/o automatizarlo. Asimismo, asegurando la identificación de riesgos y definición de controles para los mismos y elaborando y/o actualizando el flujograma para su validación con el Especialista y el Gerente GDH para normarlo.
Asimismo, debe elaborar los flujos de los procesos críticos de GDH, proponer mejoras y realizar revisiones de los mismos en conjunto con los dueños de cada proceso asegurando la identificación de riesgos y definición de controles para los mismos. ","('F', 'P')"
"Analista Senior de Planeamiento Financiero 1. Elaborar la proyección anual y mensual de los resultados de las categorías CMP (Ebitda Negocio con enfoque en UB) asignadas en coordinación con las diferentes áreas de la compañía.
2. Proyectar la Venta Neta a nivel detallado, en un equipo multifuncional y analizar las desviaciones real vs proyectado (también mejorar modelos existentes y elaborar modelos de categorías que aún no los tienen).
3. Identificar mensualmente las principales variaciones de los resultados reales  vs. Proyectado/objetivo (Estado de Ganancias y Pérdidas), liderando o coordinando los equipos de acuerdo al rubro que se analice.
4. Desarrollar presentaciones de los estados financieros  a los Directores /Gerentes del Negocio.
5. Colaborar con el desarrollo de las presentaciones de los negocios a Gerencia General de manera trimestral.
6. Identificar áreas de mejora en el área,  y desarrollar planes de acción (ej procesos de flujo de información, nuevas metodologías de análisis etc.).
7. Responsable de coordinar con el equipo corporativo y negocio de una(s) línea(s) del P&L cross negocio. Experiencia mínimo 2 años de experiencia laboral en áreas de planeamiento financiero en empresas del sector de consumo masivo de preferencia.
Conocimientos: Excel Avanzado  (No Macros).","('F', 'P')"
"Asistente de Banca Empresa -	Ser un Interlocutor con los clientes.
-	Recepcionar, canalizar y hacer seguimiento a las solicitudes presentadas por los clientes en general.
-	Atender llamadas telefónicas y/o correos electrónicos.
-	Evaluar y procesar planillas de descuento de letras.
-	Reemplazar a los Ejecutivos de Cuenta (por visitas, vacaciones u otros).
-	Apoyar a los Ejecutivos en solicitudes de tarifas preferenciales y/o cotizaciones.
-	Evaluación de EEFF y llenado de rating.
-	Administrar y maximizar la utilización de líneas y cross-selling a los clientes con importante nivel de deuda y sin vinculación.
-	Apoyar en la confección de reportes de crédito y programas financieros.
-	Elaborar anexos e información complementaria a las propuestas de crédito.
-	Armar expediente y/o generar alta en sistema  para  la formalización de operaciones de operaciones de créditos directos  (préstamos comercial, descuento de letras, operaciones de comercio exterior, entre otros) e indirectos (cartas fianza, crédito documentario entre otros) así como el seguimiento de su formalización.
-	Apoyar a los  Ejecutivos en el armado y correcto archivo  de los files comerciales. Llevar un adecuado control para mantener los formularios actualizados (informe comercial, declaración patrimonial persona jurídica y natural).
-	Atender  los  requerimientos de información de clientes solicitadas por  unidades internas del Banco. -	Conocimiento y manejo de  Word y PowerPoint a nivel intermedio y Excel a nivel avanzado.
-	Conocimiento de Estados Financieros.
-	Conocimiento de Ingles nivel intermedio.
-	Disponibilidad: movilidad distrital.

EXPERIENCIA:
Externa: mínimo 1 año en puestos de BANCA en gestión comercial (Producto o Servicios).","('F', 'P')"
"Asistente de Consultoria Contable Financiera Analizar información financiea relevante en procesos de compra/venta de empresas.
Asistir al cliente en procesos de conversión e implementación de NIIFs.
Brindar asesoría y/o apoyo regulatorio sobre cambios contables, procesos de cierre contable y controles involucrados.
Elaborar diagnósticos que reflejen las diferencias entre el tratamiento contable  actual vs lo estipulada por las NIC y NIIF. Conocimientos técnicos relacionados a temas financieros, valor presente de flujos futuros, determinación de la WACC, tasa de interés efectiva, entre otros.
Conocimiento de modelos de valorización.
Conocimientos de implementación de NIIF/NIC.
Manejo de Inglés a nivel intermedio-avanzado.","('F', 'P')"
"Ejecutivo Asociado de Precios de Transferencia  - Análisis de modelos económicos (prestación de servicios, compra-venta de acivos, operaciones financieras, etc.)
- Definición -junto a los Negocios- de las alternativas de pricing a implementar en las relaciones intragrupo.
- Revisión y evaluación de los esquemas remunerativos intragrupo vigentes (prestación de servicios, compra-venta de acivos, operaciones financieras, etc.)
- Monitoreo, revisión y levantamiento de sustento de las relaciones económicas en operaciones de gasto intragrupo con no domiciliados.
- Resolución de consultas intragrupo, así como también de operaciones con empresas domiciliadas desde,hacia o a través de paraísos fiscales.
- Revisión y validación (V°B°) de contratos intragrupo: Acompañamiento a los Negocios en la formalización de operaciones con partes vinculadas (nuevos acuerdos, regularización de operaciones, adendas, contratos marco, acuerdos de adhesión, etc.)
- Planeamiento de proyectos especiales: Reestructuración de esquemas de negocio/operaciones y Determinación de valor (activos tangibles e intangibles) que articulan relaciones intragrupo.
- Análisis de resultados/impacto/sensibilidad de operaciones intragrupo, por Producto, Línea de Negocio y Compañía, a ser presentadas en las DJPT y EPT.
- Supervisión/Coordinación de propuestas de servicio/proyectos conjuntos, en materia de precios de transferencia, con los asesores externos (KPMG, PwC, Deloitte, EY y B&M)
- Asesoria técnica en Fiscalizaciones y Procesos, materia de precios de transferencia: Cartas inductivas, Requerimientos especificos, Acuerdos Anticipados de Precios. - Experiencia en la elaboración de análisis, valoraciones y estudios de precios de transferencia por periodo no menor a tres años.
- Experiencia en la asesoría y atención de consultas fiscales de precios de transferencia.
- Conocimiento de las normas fiscales de precios de transferencia peruanas y de los Lineamientos de la OCDE, así como del Plan de Iniciativas BEPS. 
- Conocimientos generales sobre legislación tributaria en el Perú.
- Capacidad de trabajo en equipo.
- Capacidad de trabajo bajo presión.
- Capacidad de comunicación oral y escrita (imprescindible).
- Dominio avanzado de Microsoft Excel y Power Point.
- Dominio del idioma inglés (intermedio).","('F', 'P')"
"Jefe de Administración y Finanzas Presentar reportes mensuales a Gerencia General: Flujo de Caja (Ejecutado y proyectado), EEFF, Cuentas por pagar, carga laboral.
Asumir la responsabilidad sobre el manejo financiero de la empresa.
Administrar y mantener la Base de Datos de la empresa.
Supervisar y controlar el proceso de compras.
Supervisar al personal bajo su cargo.
Salir a campo para supervisar la situación de los inmuebles de la empresa.
Auditar e implementar procesos de mejora en el área de manera continua. Estudios de postgrado asociados a Administracion (deseables mas no excluyentes).
Obligada experiencia auditando e implementando procesos de mejora en su área.
Experiencia demostrada (muy deseable más no excluyente) en giros empresariales como: Servicios Generales, Proyectos Inmobiliarios, Agrario, Infraestructura, etc.
Demostrada experiencia implementando y manejando Bases de Datos (Access u otras).
Experiencia demostrada interpretando EEFF, Temas Tributarios, Flujo de caja, Temas de RRHH, Planillas, pago a proveedores y otros relacionados a temas administrativos.
Experiencia demostrada realizando gestiones frente a terceros.
Conocer e implementar indicadores de gestión.
Office a nivel usuario - avanzado.","('F', 'P')"
"Jefe de Pricing & Revenue Assurance Las funciones que desempeñará en esta colocación son:

- Elaborar el Plan de Trabajo Anual de Revenue Assurance para SBP & CSF y liderar el cumplimiento del mismo.
- Liderar el seguimiento a la implementación de medidas de Revenue Assurance para SBP & CSF.
- Validar las propuestas de cambios de tarifas de los productos activos Retail presentadas por las áreas de Productos a través del Formato “Propuesta de Tarifas”
- Participar en la definición de iniciativas de Pricing para los productos Retail.
- Identificar, analizar, proponer y sustentar modificaciones en  la lógica de fijación de tarifas de cada producto y parámetros para la gestión de excepciones de tasa.
- Supervisar la implementación de reglas estandarizas de fijación de tasas y excepciones para los productos Retail.
- Administrar las Herramientas de Gestión de Pricing asegurando que funcionen conforme a las definiciones establecidas.
- Validar y canalizar con Sistemas todos los requerimientos de desarrollos y ajustes a las herramientas
- Soportar en la determinación de la rentabilidad proyectada de cada operación usando las variables TEA de desembolso, tasa de transferencia, costos operativos, PCL y Capital Asignado.
- Soportar en la determinación de los ROA y ROE target para los productos, subproductos y segmentos así como los niveles mínimos de rentabilidad. 
- Asegurar la definición, elaboración y emisión de los reportes de gestión de precios y excepciones para los productos Retail.
- Identificar oportunidades en base análisis detallados y proponer acciones que impacten en la mejora de la Gestión del Pricing y en el cumplimiento de los objetivos de Rentabilidad de los Productos y Segmentos (herramientas, metodologías, procesos, planes de incentivos, etc).
- Realizar las investigaciones de buenas prácticas en otras instituciones financieras, locales o internacionales, con el fin de identificar tendencias y operativa de los productos y servicios del mercado.
- Asistir a la Sub Gerencia de Pricing Command Center  y Gerencia de Financial, Plannig & Analysis en los planes de trabajo y estructuración de los proyectos y procesos del área. - Bachiller o titulado en las carreras de Administración, Ingeniería Industrial, Economía, Ingeniería de Sistemas, Contabilidad  o afines.
- Estudios de Postgrado en Administración o Finanzas o cursos de especialización  en temas relacionados al giro del negocio: Banca, Mercado de Capitales, Finanzas, Costos, Proyectos.
- 3 años de experiencia en posiciones relacionadas a Control de Gestión, Planeamiento, Proyectos de Organización ó Sistemas, Servicios/Productos Bancarios, etc.
- Manejo de Office (Excel, Word, Power Point) a nivel Intermedio.
- Dominio del idioma inglés a nivel Avanzado.","('F', 'P')"
"Practicante en Consultoría Financiera Apoyo a consultores en desarrollo de temas financieros.
Valorización de empresas e intangibles.
Análisis de Estados Financieros.
Apoyo en sistemas de medición de Value Based Management. Disponibilidad Inmediata.
Conocimiento de Visual Basic / Profundo conocimiento de Word, Excel y Power Point.
Experiencia en finanzas corporativas, consultoría y valorización de empresas es deseable.
Dominio de conceptos de finanzas y estados financieros.","('F', 'P')"
"Supervisor Comercial de Proyectos •	Trabajo directo con los vendedores, realizando la supervisión directa para el logro de los objetivos.
•	 90% de trabajo en el campo.	
•	Realizar planes de trabajo para sus vendedores con el fin de alcanzar las ventas trazadas por la empresa.	
•	Realizar la coordinación constante con el área de Marketing y el de Obras, para las observaciones pertinentes en lo referente a lo que se ofrece y como se ofrece, para el logro de los objetivos de las ventas de los proyectos.
•	 Ejecutar reportes de los trabajos realizados, para ver los márgenes de cumplimiento, para hacer el seguimiento correspondiente en lo observado.
•	Personas a cargo: 8 Personas.
•	Relaciones Internas con los Vendedores, Área de Marketing, Área de Obra, entre otros. Y relaciones externas con Proveedores y clientes. •	Bachiller en Ing. Industrial, Administración o carreras afines.
•	Conocimientos requeridos: Excel y Power Point a nivel intermedio.
•	Experiencia mínima de 3 años como Supervisor o Jefe  de Ventas.
•	Experiencia de preferencia del rubro inmobiliario.
•	Capacidad de trabajar con desplazamiento constante a las Sedes asignadas para visitar y supervisar los proyectos a su cargo en Lima Este y Norte Chico.","('F', 'P')"
"Analista de Compras Solicitar y evaluar cotizaciones de proveedores.
Seleccionar al proveedor que presente la mejor oferta considerando la calidad del producto.
Ejecutar el proceso de negociación para fines de costo-beneficio de la empresa.
Negociar con proveedores precio, tiempos de entrega, condiciones de compra y pago.
Elaborar órdenes de compras y solicitando las aprobaciones respectivas.
Coordinar entrega de materiales según planificaciones.
Enviar la orden de compra al proveedor y haciendo seguimiento.
Gestionar revisión y entrega de facturas de compras y servicios.
Analizar y desarrollando nuevos proveedores, y seleccionando al que ofrezca mejores opciones.
Realizar la preselección de los posibles nuevos proveedores.
Establecer contacto con proveedores, a fin de solicitar cotizaciones requeridas para el proceso de compras y servicios.
Suministrar con los mejores insumos y servicios  todos los procesos de compras. Mínima de 2 años en cargos similares ejecutando tareas relacionadas al área de compras.
Conocimientos de variables económicas: inflación, precios locales y externos
Bilingüe: español – inglés.
Manejo de herramientas office a nivel avanzado.","('F', 'P')"
"Analista de Costos - Implementar programas de reducción de costos.
- Lograr eficiencias en los procesos y contribuir a la mejora continua.
- Control del cumplimiento de costos de producción presupuestado.
- Obtener una mínima desviación entre la utilidad real y la proyectada.
. Análisis de desviaciones de costo de producción y de venta.
- Elaborar plan de acción que minimice las causas de un sobre costo.
- Elaboración del presupuesto anual de operaciones  para controlar el cumplimiento de los costos.
- Operación de modelos de proyección de costos.
- Proyección de costos de venta para los estados financieros.
- Elaboración de reportes diarios de indicadores y costos.
- Determinar desviaciones que puedan impactar en el presupuesto. ","('F', 'P')"
"Analista de relaciones comunitarias sector minero • Gestionar  y obtener, acuerdos convenios, permisos sociales  y ambientales de las áreas de interés de exploración  minera, ya sea en  terrenos privados, del estado  o territorios  comunales. 
• Conocimiento  y manejo de la legislación social y ambiental aplicable  en exploración  minera. 
• Monitorear  y fiscalizar  los trabajos realizados  por empresas contratistas  de VALE, con la  finalidad de verificar el cumplimiento de la normativa  ambiental vigente. Realizar revisiones  y controles  en sus procesos de gestión ambiental  y comunitaria. 
• Proponer  y poner en marcha  estrategias de intervención  social  en áreas con dificultades  de trabajo. 
• Monitorear  procesos  de evaluación  arqueológica  ejecutados durante las líneas base socio- ambientales.
• Elaborar  mapas  de actores  involucrados  en nuestros proyectos  y planos  con respecto a la delimitación de terrenos y posibilidad de puntos de agua. 
• Gestionar la atención de quejas, reclamos y mitigar los impactos.
• Identificar, planear  y ejecutar proyectos  sociales con las comunidades de influencia. 
• Monitorear ,permisos procesos  ambientales  sectoriales, declaraciones de impacto  ambiental , estudios de impacto ambiental  y todos aquellos  que trámites  ambientales solicitados, por el ministerio  de energía y minas  u otros organismos  gubernamentales (MEM,MAM,DGAMM)
• Realizar  charlas informativas  a las comunidades   involucradas a los proyectos de exploración. 
• Elaborar e implementar  los instrumentos  de gestión ambiental  y social (plan de manejo ambiental, plan de  cierre ambiental, plan de manejo social, plan de relaciones comunitarias, plan de comunicaciones)
• Apoyar al jefe de proyecto  de operación, en el aspecto social y ambiental  antes durante  y después  de la ejecución de actividades. 
• Hacer seguimiento a las estrategias  sociales  de los planes de manejo social  y ambiental  para el  cumplimiento  de la normativa respectiva. 
• Desarrollar las tareas que le sean asignadas  de acuerdo con la naturaleza del cargo. •Maestría o Diplomados en Relaciones Comunitarias.
•Conocimiento de inglés a Nivel Intermedio y quechua a nivel básico.
•Microsoft Office a nivel Avanzado y deseable conocimiento en AUTOCAD y ARGIS.
•Conocimiento del proceso de evaluación arqueológica, lectura de planos, conocimiento de las leyes de SSOMA.
•Experiencia de 6 a 10 años como mínimo viendo normativa legal en proyectos de exploración minera como Analista, Coordinador, Líder de Proyectos, Supervisor, Gestor de Proyectos o similares.
•Disponibilidad para viajar al interior del país en régimen laboral de 20 x 10.","('F', 'P')"
"Analista Sénior de Finanzas Elaboración de las proyecciones de los estados financieros.
Encargado del diseño, evaluación y análisis del modelo financiero.
Elaboración del reporte de ratios financieros y covenants.
Apoyo en la elaboración del reporte trimestral(español e ingles) presentado a la SMV, así como de la traducción de los EEFF presentados al NY MELLOW.
Registrar las operaciones en el sistema SAP.
Revisión de los pagos a proveedores.
Negociaciones con bancos.
Presentación mensual al directorio(reporte financiero).
Control y monitoreo del vencimiento y programación de pago de letras, factoring, leasing, cuotas, deuda estructural, capital de trabajo, derivados para el fondeo de las cuentas bancarias. Conocimiento de costeo y tributación.
Indispensable experiencia realizando proyecciones de estados financieros.","('F', 'P')"
"Analyst As an Analyst in I-DEV’s Latin America regional headquarters, you will:
• Play a key support function for the Latin America Team.
• Work closely with Associate Fellows and Senior Associates to conduct research, compile presentations and develop charts.
• Review and input financial data for financial models and investment memos.
• Conduct research for I-DEV reports, across a range of sectors.
• Maintain I-DEV databases, by aggregating and entering data from I-DEV teams on funds, notes from conferences, etc.
• Translate documents and check for proper English. At I-DEV, we seek to hire and train the next emerging markets and global leaders focused on high-impact business solutions, and to share critical insights developed through our work. We seek world travelers, adventurers and game changers who believe anything is possible and that we can make it happen. Our teams are lean, yet not afraid to go above and beyond or get our hands dirty to uncover the best solutions for our clients.
Core qualifications for Analysts:
• Minimum of 1 year experience in management consulting and/or investment for a leading global firm.
• Comfort working independently and in an entrepreneurial, start up environment.
• Proficient in financial modeling and cost/benefit analysis; Strong quantitative skills;
familiar with company evaluation and valuation
• Strong critical thinking skills, and ability to think out-of-the-box to develop innovative solutions; structure problems logically and then design and implement solutions that focus on the core issues.
• Strong organizational skills; does not have to be asked twice to complete a task and is comfortable asking for help if unclear about how best to approach developing a solution.
• Strong history of team collaboration and effective internal/external communications.
• BA, BS or equivalent undergraduate degree (ideally, in finance or business).
• In progress towards a graduate degree in finance or business, and CFA or other certifications a plus.
• SPANISH FLUENCY; Intermediate to high English comprehension (written, verbal).
• Strong academic record.
• Interested in growing with I-DEV over the long-term, and to commit to at least 2 years with the company.
You may be a perfect fit, if these also describe you...
• Independent, proactive and comfortable asking the hard questions.
• Creative in identifying cost-effective solutions to any challenge.
• Adventurous, open-minded and ready to learn.
• Humble in collaboration and bold in ideas and brainstorms because you believe nothing is impossible, and understand that partnerships and buy-in are often critical.
• Passionate about problem solving and emerging markets development.
• Believe that businesses- social enterprise or not- can create powerful change in emerging markets, and that long-term financial stability and growth of any business is a critical first step to creating meaningful social and environmental impact.","('F', 'P')"
"Consultor de Desarrollo de Nuevos Productos Dimensiona e investiga mercados, identificando actores, canales de distribuciones y comercialización desde las fuentes de proveedurías hasta los clientes finales.
Analiza y estructura posibles oportunidades de mercados, proponiendo estrategias comerciales y distributivas.
Desarrollando planes de trabajo en conjunto con clientes que incluyen futuras oportunidades de incremento de líneas de productos, soluciones, servicios.
Arma documentación y Business Plan para potencial planes de inversiones
Conversar más con el cliente para fortalecer relaciones comerciales.
Elaborar informes estadísticos del desarrollo comercial realizado en el sector. Experiencia deseable de 3 años en posiciones similares.
Conocimientos de gestión y técnicas de ventas.
Conocimiento en investigación y desarrollo de mercados.","('F', 'P')"
"Jefe de Planeamiento Estratégico y Evaluación de Proyectos. - Liderar la evaluación financiera de proyectos en cada una de las unidades de negocio y áreas de soporte de la compañía:  
    - Evaluación de oportunidades de generación de ingresos.
    -Evaluación de mejoras operativas en las unidades de negocio. 
    -Evaluación de proyectos en unidades de producción y logística. 
- Soporte en el proceso de planeamiento estratégico. 
- Liderar el seguimiento y control de la ejecución de las estrategias e iniciativas de mejora operativa. 
- Entre otras responsabilidades propias del cargo. - Formación académica: Profesional en Economía, Administración, Ingeniería Industrial o carreras afines. 
- Experiencia mínima: De preferencia, cuatro años en posiciones afines realizando áreas de Planeamiento Financiero y/o Estratégico o empresa de Consultoría de Negocios.
- Conocimientos adicionales: Dominio de evaluación económica/financiera de proyectos. Manejo avanzado del idioma inglés y el entorno de MS Office (Excel y Power Point) De preferencia, conocimiento de Visual Basic y SAP R3 (No indispensable). 
- Habilidades y competencias: Pensamiento Analítico, Orientación a la Calidad, Planificación, Orientación a Objetivos, Proactividad y Solución de Problemas.
- Disponibilidad para laborar Barranco/Surco. 

Interesados(as) favor de enviar su hoja de vida actualizada a seleccion@ngr.com.pe indicando en el asunto el código: J-PLAN.","('F', 'P')"
